"","ans","subj","cond","trial_index","corr","reindex"
"3431","1","MTSLKM0789","lang2","67",1,7
"3432","1","MTSLKM0789","lang2","74",1,8
"3433","2","MTSLKM0789","lang2","81",0,9
"3434","2","MTSLKM0789","lang2","88",0,10
"3435","1","MTSLKM0789","lang2","95",1,11
"3436","1","MTSLKM0789","lang2","102",1,12
"3437","2","MTSLKM0789","lang2","109",0,13
"3438","2","MTSLKM0789","lang2","116",0,14
"3439","1","MTSLKM0789","lang2","123",1,15
"3440","1","MTSLKM0789","lang2","130",1,16
"3441","2","MTSLKM0789","lang2","137",1,17
"3442","2","MTSLKM0789","lang2","144",1,18
"3443","2","MTSLKM0789","lang2","151",1,19
"3444","2","MTSLKM0789","lang2","158",1,20
"3445","2","MTSLKM0789","lang2","165",1,21
"3446","2","MTSLKM0789","lang2","172",1,22
"3447","2","MTSLKM0789","lang2","179",1,23
"3448","2","MTSLKM0789","lang2","186",1,24
"3449","1","MTSLKM0789","lang2","193",0,25
"3450","2","MTSLKM0789","lang2","200",1,26
"3451","2","MTSLKM0789","lang2","207",1,27
"3452","2","MTSLKM0789","lang2","214",1,28
"3453","1","MTSLKM0789","lang2","221",0,29
"3454","1","MTSLKM0789","lang2","228",0,30
"3455","2","MTSLKM0789","lang2","235",1,31
"3456","2","MTSLKM0789","lang2","242",1,32
"3457","2","mtslkm1091","lang1","25",0,1
"3458","1","mtslkm1091","lang1","32",1,2
"3459","2","mtslkm1091","lang1","39",0,3
"3460","2","mtslkm1091","lang1","46",1,4
"3461","1","mtslkm1091","lang1","53",0,5
"3462","2","mtslkm1091","lang1","60",0,6
"3463","1","mtslkm1091","lang1","67",1,7
"3464","2","mtslkm1091","lang1","74",1,8
"3465","2","mtslkm1091","lang1","81",1,9
"3466","2","mtslkm1091","lang1","88",1,10
"3467","1","mtslkm1091","lang1","95",1,11
"3468","2","mtslkm1091","lang1","102",1,12
"3469","1","mtslkm1091","lang1","109",1,13
"3470","1","mtslkm1091","lang1","116",1,14
"3471","2","mtslkm1091","lang1","123",1,15
"3472","2","mtslkm1091","lang1","130",1,16
"3473","1","mtslkm1091","lang1","137",1,17
"3474","1","mtslkm1091","lang1","144",1,18
"3475","1","mtslkm1091","lang1","151",1,19
"3476","1","mtslkm1091","lang1","158",1,20
"3477","2","mtslkm1091","lang1","165",1,21
"3478","1","mtslkm1091","lang1","172",1,22
"3479","2","mtslkm1091","lang1","179",1,23
"3480","2","mtslkm1091","lang1","186",1,24
"3481","1","mtslkm1091","lang1","193",1,25
"3482","2","mtslkm1091","lang1","200",1,26
"3483","2","mtslkm1091","lang1","207",1,27
"3484","2","mtslkm1091","lang1","214",1,28
"3485","1","mtslkm1091","lang1","221",1,29
"3486","2","mtslkm1091","lang1","228",1,30
"3487","2","mtslkm1091","lang1","235",1,31
"3488","1","mtslkm1091","lang1","242",1,32
"3489","1","mtsllk0392","lang2","25",1,1
"3490","1","mtsllk0392","lang2","32",1,2
"3491","1","mtsllk0392","lang2","39",1,3
"3492","1","mtsllk0392","lang2","46",1,4
"3493","2","mtsllk0392","lang2","53",0,5
"3494","1","mtsllk0392","lang2","60",1,6
"3495","1","mtsllk0392","lang2","67",1,7
"3496","2","mtsllk0392","lang2","74",0,8
"3497","1","mtsllk0392","lang2","81",1,9
"3498","2","mtsllk0392","lang2","88",0,10
"3499","2","mtsllk0392","lang2","95",0,11
"3500","1","mtsllk0392","lang2","102",1,12
"3501","2","mtsllk0392","lang2","109",0,13
"3502","2","mtsllk0392","lang2","116",0,14
"3503","2","mtsllk0392","lang2","123",0,15
"3504","1","mtsllk0392","lang2","130",1,16
"3505","1","mtsllk0392","lang2","137",0,17
"3506","2","mtsllk0392","lang2","144",1,18
"3507","1","mtsllk0392","lang2","151",0,19
"3508","2","mtsllk0392","lang2","158",1,20
"3509","2","mtsllk0392","lang2","165",1,21
"3510","1","mtsllk0392","lang2","172",0,22
"3511","1","mtsllk0392","lang2","179",0,23
"3512","1","mtsllk0392","lang2","186",0,24
"3513","2","mtsllk0392","lang2","193",1,25
"3514","1","mtsllk0392","lang2","200",0,26
"3515","1","mtsllk0392","lang2","207",0,27
"3516","1","mtsllk0392","lang2","214",0,28
"3517","1","mtsllk0392","lang2","221",0,29
"3518","2","mtsllk0392","lang2","228",1,30
"3519","1","mtsllk0392","lang2","235",0,31
"3520","1","mtsllk0392","lang2","242",0,32
"3521","2","mtsllp0690","lang2","25",0,1
"3522","1","mtsllp0690","lang2","32",1,2
"3523","1","mtsllp0690","lang2","39",1,3
"3524","1","mtsllp0690","lang2","46",1,4
"3525","1","mtsllp0690","lang2","53",1,5
"3526","2","mtsllp0690","lang2","60",0,6
"3527","1","mtsllp0690","lang2","67",1,7
"3528","2","mtsllp0690","lang2","74",0,8
"3529","1","mtsllp0690","lang2","81",1,9
"3530","2","mtsllp0690","lang2","88",0,10
"3531","2","mtsllp0690","lang2","95",0,11
"3532","2","mtsllp0690","lang2","102",0,12
"3533","1","mtsllp0690","lang2","109",1,13
"3534","2","mtsllp0690","lang2","116",0,14
"3535","2","mtsllp0690","lang2","123",0,15
"3536","1","mtsllp0690","lang2","130",1,16
"3537","2","mtsllp0690","lang2","137",1,17
"3538","2","mtsllp0690","lang2","144",1,18
"3539","2","mtsllp0690","lang2","151",1,19
"3540","2","mtsllp0690","lang2","158",1,20
"3541","1","mtsllp0690","lang2","165",0,21
"3542","2","mtsllp0690","lang2","172",1,22
"3543","1","mtsllp0690","lang2","179",0,23
"3544","1","mtsllp0690","lang2","186",0,24
"3545","2","mtsllp0690","lang2","193",1,25
"3546","2","mtsllp0690","lang2","200",1,26
"3547","1","mtsllp0690","lang2","207",0,27
"3548","1","mtsllp0690","lang2","214",0,28
"3549","2","mtsllp0690","lang2","221",1,29
"3550","2","mtsllp0690","lang2","228",1,30
"3551","1","mtsllp0690","lang2","235",0,31
"3552","1","mtsllp0690","lang2","242",0,32
"3553","1","mtsllw0984","lang1","25",1,1
"3554","1","mtsllw0984","lang1","32",1,2
"3555","1","mtsllw0984","lang1","39",1,3
"3556","2","mtsllw0984","lang1","46",1,4
"3557","2","mtsllw0984","lang1","53",1,5
"3558","1","mtsllw0984","lang1","60",1,6
"3559","2","mtsllw0984","lang1","67",0,7
"3560","2","mtsllw0984","lang1","74",1,8
"3561","2","mtsllw0984","lang1","81",1,9
"3562","2","mtsllw0984","lang1","88",1,10
"3563","1","mtsllw0984","lang1","95",1,11
"3564","2","mtsllw0984","lang1","102",1,12
"3565","1","mtsllw0984","lang1","109",1,13
"3566","1","mtsllw0984","lang1","116",1,14
"3567","2","mtsllw0984","lang1","123",1,15
"3568","2","mtsllw0984","lang1","130",1,16
"3569","1","mtsllw0984","lang1","137",1,17
"3570","1","mtsllw0984","lang1","144",1,18
"3571","1","mtsllw0984","lang1","151",1,19
"3572","1","mtsllw0984","lang1","158",1,20
"3573","2","mtsllw0984","lang1","165",1,21
"3574","1","mtsllw0984","lang1","172",1,22
"3575","2","mtsllw0984","lang1","179",1,23
"3576","2","mtsllw0984","lang1","186",1,24
"3577","1","mtsllw0984","lang1","193",1,25
"3578","2","mtsllw0984","lang1","200",1,26
"3579","2","mtsllw0984","lang1","207",1,27
"3580","2","mtsllw0984","lang1","214",1,28
"3581","1","mtsllw0984","lang1","221",1,29
"3582","2","mtsllw0984","lang1","228",1,30
"3583","2","mtsllw0984","lang1","235",1,31
"3584","1","mtsllw0984","lang1","242",1,32
"3585","1","mtslmb0791","lang1","25",1,1
"3586","1","mtslmb0791","lang1","32",1,2
"3587","2","mtslmb0791","lang1","39",0,3
"3588","2","mtslmb0791","lang1","46",1,4
"3589","1","mtslmb0791","lang1","53",0,5
"3590","2","mtslmb0791","lang1","60",0,6
"3591","1","mtslmb0791","lang1","67",1,7
"3592","1","mtslmb0791","lang1","74",0,8
"3593","2","mtslmb0791","lang1","81",1,9
"3594","1","mtslmb0791","lang1","88",0,10
"3595","2","mtslmb0791","lang1","95",0,11
"3596","2","mtslmb0791","lang1","102",1,12
"3597","1","mtslmb0791","lang1","109",1,13
"3598","2","mtslmb0791","lang1","116",0,14
"3599","2","mtslmb0791","lang1","123",1,15
"3600","2","mtslmb0791","lang1","130",1,16
"3601","1","mtslmb0791","lang1","137",1,17
"3602","1","mtslmb0791","lang1","144",1,18
"3603","1","mtslmb0791","lang1","151",1,19
"3604","2","mtslmb0791","lang1","158",0,20
"3605","2","mtslmb0791","lang1","165",1,21
"3606","2","mtslmb0791","lang1","172",0,22
"3607","1","mtslmb0791","lang1","179",0,23
"3608","1","mtslmb0791","lang1","186",0,24
"3609","2","mtslmb0791","lang1","193",0,25
"3610","2","mtslmb0791","lang1","200",1,26
"3611","1","mtslmb0791","lang1","207",0,27
"3612","2","mtslmb0791","lang1","214",1,28
"3613","1","mtslmb0791","lang1","221",1,29
"3614","2","mtslmb0791","lang1","228",1,30
"3615","2","mtslmb0791","lang1","235",1,31
"3616","1","mtslmb0791","lang1","242",1,32
"3617","1","mtslme1190","lang1","25",1,1
"3618","1","mtslme1190","lang1","32",1,2
"3619","1","mtslme1190","lang1","39",1,3
"3620","2","mtslme1190","lang1","46",1,4
"3621","2","mtslme1190","lang1","53",1,5
"3622","1","mtslme1190","lang1","60",1,6
"3623","1","mtslme1190","lang1","67",1,7
"3624","2","mtslme1190","lang1","74",1,8
"3625","2","mtslme1190","lang1","81",1,9
"3626","2","mtslme1190","lang1","88",1,10
"3627","1","mtslme1190","lang1","95",1,11
"3628","2","mtslme1190","lang1","102",1,12
"3629","1","mtslme1190","lang1","109",1,13
"3630","1","mtslme1190","lang1","116",1,14
"3631","2","mtslme1190","lang1","123",1,15
"3632","2","mtslme1190","lang1","130",1,16
"3633","1","mtslme1190","lang1","137",1,17
"3634","1","mtslme1190","lang1","144",1,18
"3635","1","mtslme1190","lang1","151",1,19
"3636","1","mtslme1190","lang1","158",1,20
"3637","2","mtslme1190","lang1","165",1,21
"3638","1","mtslme1190","lang1","172",1,22
"3639","2","mtslme1190","lang1","179",1,23
"3640","2","mtslme1190","lang1","186",1,24
"3641","1","mtslme1190","lang1","193",1,25
"3642","2","mtslme1190","lang1","200",1,26
"3643","2","mtslme1190","lang1","207",1,27
"3644","2","mtslme1190","lang1","214",1,28
"3645","1","mtslme1190","lang1","221",1,29
"3646","2","mtslme1190","lang1","228",1,30
"3647","2","mtslme1190","lang1","235",1,31
"3648","1","mtslme1190","lang1","242",1,32
"3649","2","mtslmg1283","lang1","25",0,1
"3650","1","mtslmg1283","lang1","32",1,2
"3651","2","mtslmg1283","lang1","39",0,3
"3652","1","mtslmg1283","lang1","46",0,4
"3653","2","mtslmg1283","lang1","53",1,5
"3654","1","mtslmg1283","lang1","60",1,6
"3655","2","mtslmg1283","lang1","67",0,7
"3656","1","mtslmg1283","lang1","74",0,8
"3657","1","mtslmg1283","lang1","81",0,9
"3658","2","mtslmg1283","lang1","88",1,10
"3659","1","mtslmg1283","lang1","95",1,11
"3660","2","mtslmg1283","lang1","102",1,12
"3661","2","mtslmg1283","lang1","109",0,13
"3662","2","mtslmg1283","lang1","116",0,14
"3663","1","mtslmg1283","lang1","123",0,15
"3664","1","mtslmg1283","lang1","130",0,16
"3665","2","mtslmg1283","lang1","137",0,17
"3666","2","mtslmg1283","lang1","144",0,18
"3667","1","mtslmg1283","lang1","151",1,19
"3668","1","mtslmg1283","lang1","158",1,20
"3669","1","mtslmg1283","lang1","165",0,21
"3670","1","mtslmg1283","lang1","172",1,22
"3671","2","mtslmg1283","lang1","179",1,23
"3672","1","mtslmg1283","lang1","186",0,24
"3673","2","mtslmg1283","lang1","193",0,25
"3674","1","mtslmg1283","lang1","200",0,26
"3675","2","mtslmg1283","lang1","207",1,27
"3676","1","mtslmg1283","lang1","214",0,28
"3677","1","mtslmg1283","lang1","221",1,29
"3678","2","mtslmg1283","lang1","228",1,30
"3679","1","mtslmg1283","lang1","235",0,31
"3680","1","mtslmg1283","lang1","242",1,32
"3681","1","mtslmh0691","lang1","25",1,1
"3682","1","mtslmh0691","lang1","32",1,2
"3683","1","mtslmh0691","lang1","39",1,3
"3684","2","mtslmh0691","lang1","46",1,4
"3685","2","mtslmh0691","lang1","53",1,5
"3686","1","mtslmh0691","lang1","60",1,6
"3687","1","mtslmh0691","lang1","67",1,7
"3688","2","mtslmh0691","lang1","74",1,8
"3689","2","mtslmh0691","lang1","81",1,9
"3690","2","mtslmh0691","lang1","88",1,10
"3691","1","mtslmh0691","lang1","95",1,11
"3692","2","mtslmh0691","lang1","102",1,12
"3693","1","mtslmh0691","lang1","109",1,13
"3694","1","mtslmh0691","lang1","116",1,14
"3695","2","mtslmh0691","lang1","123",1,15
"3696","2","mtslmh0691","lang1","130",1,16
"3697","1","mtslmh0691","lang1","137",1,17
"3698","1","mtslmh0691","lang1","144",1,18
"3699","1","mtslmh0691","lang1","151",1,19
"3700","1","mtslmh0691","lang1","158",1,20
"3701","2","mtslmh0691","lang1","165",1,21
"3702","1","mtslmh0691","lang1","172",1,22
"3703","2","mtslmh0691","lang1","179",1,23
"3704","2","mtslmh0691","lang1","186",1,24
"3705","1","mtslmh0691","lang1","193",1,25
"3706","2","mtslmh0691","lang1","200",1,26
"3707","2","mtslmh0691","lang1","207",1,27
"3708","2","mtslmh0691","lang1","214",1,28
"3709","1","mtslmh0691","lang1","221",1,29
"3710","2","mtslmh0691","lang1","228",1,30
"3711","2","mtslmh0691","lang1","235",1,31
"3712","1","mtslmh0691","lang1","242",1,32
"3713","1","mtslmk1285","lang2","25",1,1
"3714","1","mtslmk1285","lang2","32",1,2
"3715","1","mtslmk1285","lang2","39",1,3
"3716","2","mtslmk1285","lang2","46",0,4
"3717","2","mtslmk1285","lang2","53",0,5
"3718","1","mtslmk1285","lang2","60",1,6
"3719","2","mtslmk1285","lang2","67",0,7
"3720","1","mtslmk1285","lang2","74",1,8
"3721","2","mtslmk1285","lang2","81",0,9
"3722","1","mtslmk1285","lang2","88",1,10
"3723","2","mtslmk1285","lang2","95",0,11
"3724","2","mtslmk1285","lang2","102",0,12
"3725","1","mtslmk1285","lang2","109",1,13
"3726","1","mtslmk1285","lang2","116",1,14
"3727","2","mtslmk1285","lang2","123",0,15
"3728","2","mtslmk1285","lang2","130",0,16
"3729","2","mtslmk1285","lang2","137",1,17
"3730","2","mtslmk1285","lang2","144",1,18
"3731","1","mtslmk1285","lang2","151",0,19
"3732","1","mtslmk1285","lang2","158",0,20
"3733","2","mtslmk1285","lang2","165",1,21
"3734","2","mtslmk1285","lang2","172",1,22
"3735","1","mtslmk1285","lang2","179",0,23
"3736","2","mtslmk1285","lang2","186",1,24
"3737","1","mtslmk1285","lang2","193",0,25
"3738","1","mtslmk1285","lang2","200",0,26
"3739","1","mtslmk1285","lang2","207",0,27
"3740","1","mtslmk1285","lang2","214",0,28
"3741","2","mtslmk1285","lang2","221",1,29
"3742","1","mtslmk1285","lang2","228",0,30
"3743","1","mtslmk1285","lang2","235",0,31
"3744","1","mtslmk1285","lang2","242",0,32
"3745","2","mtslms0684","lang2","25",0,1
"3746","2","mtslms0684","lang2","32",0,2
"3747","1","mtslms0684","lang2","39",1,3
"3748","2","mtslms0684","lang2","46",0,4
"3749","2","mtslms0684","lang2","53",0,5
"3750","1","mtslms0684","lang2","60",1,6
"3751","2","mtslms0684","lang2","67",0,7
"3752","1","mtslms0684","lang2","74",1,8
"3753","2","mtslms0684","lang2","81",0,9
"3754","2","mtslms0684","lang2","88",0,10
"3755","1","mtslms0684","lang2","95",1,11
"3756","1","mtslms0684","lang2","102",1,12
"3757","2","mtslms0684","lang2","109",0,13
"3758","2","mtslms0684","lang2","116",0,14
"3759","2","mtslms0684","lang2","123",0,15
"3760","2","mtslms0684","lang2","130",0,16
"3761","1","mtslms0684","lang2","137",0,17
"3762","2","mtslms0684","lang2","144",1,18
"3763","1","mtslms0684","lang2","151",0,19
"3764","2","mtslms0684","lang2","158",1,20
"3765","1","mtslms0684","lang2","165",0,21
"3766","2","mtslms0684","lang2","172",1,22
"3767","1","mtslms0684","lang2","179",0,23
"3768","1","mtslms0684","lang2","186",0,24
"3769","2","mtslms0684","lang2","193",1,25
"3770","2","mtslms0684","lang2","200",1,26
"3771","1","mtslms0684","lang2","207",0,27
"3772","2","mtslms0684","lang2","214",1,28
"3773","1","mtslms0684","lang2","221",0,29
"3774","2","mtslms0684","lang2","228",1,30
"3775","1","mtslms0684","lang2","235",0,31
"3776","2","mtslms0684","lang2","242",1,32
"3777","2","mtslmt0494","lang1","25",0,1
"3778","1","mtslmt0494","lang1","32",1,2
"3779","1","mtslmt0494","lang1","39",1,3
"3780","1","mtslmt0494","lang1","46",0,4
"3781","1","mtslmt0494","lang1","53",0,5
"3782","1","mtslmt0494","lang1","60",1,6
"3783","2","mtslmt0494","lang1","67",0,7
"3784","2","mtslmt0494","lang1","74",1,8
"3785","2","mtslmt0494","lang1","81",1,9
"3786","1","mtslmt0494","lang1","88",0,10
"3787","1","mtslmt0494","lang1","95",1,11
"3788","2","mtslmt0494","lang1","102",1,12
"3789","2","mtslmt0494","lang1","109",0,13
"3790","2","mtslmt0494","lang1","116",0,14
"3791","2","mtslmt0494","lang1","123",1,15
"3792","1","mtslmt0494","lang1","130",0,16
"3793","2","mtslmt0494","lang1","137",0,17
"3794","1","mtslmt0494","lang1","144",1,18
"3795","1","mtslmt0494","lang1","151",1,19
"3796","2","mtslmt0494","lang1","158",0,20
"3797","2","mtslmt0494","lang1","165",1,21
"3798","2","mtslmt0494","lang1","172",0,22
"3799","1","mtslmt0494","lang1","179",0,23
"3800","2","mtslmt0494","lang1","186",1,24
"3801","1","mtslmt0494","lang1","193",1,25
"3802","1","mtslmt0494","lang1","200",0,26
"3803","2","mtslmt0494","lang1","207",1,27
"3804","1","mtslmt0494","lang1","214",0,28
"3805","2","mtslmt0494","lang1","221",0,29
"3806","1","mtslmt0494","lang1","228",0,30
"3807","2","mtslmt0494","lang1","235",1,31
"3808","1","mtslmt0494","lang1","242",1,32
"3809","1","mtslmt1124","lang1","24",1,1
"3810","1","mtslmt1124","lang1","31",1,2
"3811","2","mtslmt1124","lang1","38",0,3
"3812","2","mtslmt1124","lang1","45",1,4
"3813","2","mtslmt1124","lang1","52",1,5
"3814","1","mtslmt1124","lang1","59",1,6
"3815","1","mtslmt1124","lang1","66",1,7
"3816","2","mtslmt1124","lang1","73",1,8
"3817","1","mtslmt1124","lang1","80",0,9
"3818","2","mtslmt1124","lang1","87",1,10
"3819","1","mtslmt1124","lang1","94",1,11
"3820","1","mtslmt1124","lang1","101",0,12
"3821","1","mtslmt1124","lang1","108",1,13
"3822","2","mtslmt1124","lang1","115",0,14
"3823","2","mtslmt1124","lang1","122",1,15
"3824","2","mtslmt1124","lang1","129",1,16
"3825","1","mtslmt1124","lang1","136",1,17
"3826","2","mtslmt1124","lang1","143",0,18
"3827","1","mtslmt1124","lang1","150",1,19
"3828","1","mtslmt1124","lang1","157",1,20
"3829","1","mtslmt1124","lang1","164",0,21
"3830","2","mtslmt1124","lang1","171",0,22
"3831","2","mtslmt1124","lang1","178",1,23
"3832","1","mtslmt1124","lang1","185",0,24
"3833","1","mtslmt1124","lang1","192",1,25
"3834","2","mtslmt1124","lang1","199",1,26
"3835","2","mtslmt1124","lang1","206",1,27
"3836","2","mtslmt1124","lang1","213",1,28
"3837","1","mtslmt1124","lang1","220",1,29
"3838","2","mtslmt1124","lang1","227",1,30
"3839","2","mtslmt1124","lang1","234",1,31
"3840","1","mtslmt1124","lang1","241",1,32
"3841","2","mtslmtc0684","lang2","25",0,1
"3842","2","mtslmtc0684","lang2","32",0,2
"3843","1","mtslmtc0684","lang2","39",1,3
"3844","1","mtslmtc0684","lang2","46",1,4
"3845","1","mtslmtc0684","lang2","53",1,5
"3846","1","mtslmtc0684","lang2","60",1,6
"3847","1","mtslmtc0684","lang2","67",1,7
"3848","2","mtslmtc0684","lang2","74",0,8
"3849","1","mtslmtc0684","lang2","81",1,9
"3850","1","mtslmtc0684","lang2","88",1,10
"3851","1","mtslmtc0684","lang2","95",1,11
"3852","1","mtslmtc0684","lang2","102",1,12
"3853","1","mtslmtc0684","lang2","109",1,13
"3854","1","mtslmtc0684","lang2","116",1,14
"3855","2","mtslmtc0684","lang2","123",0,15
"3856","1","mtslmtc0684","lang2","130",1,16
"3857","2","mtslmtc0684","lang2","137",1,17
"3858","2","mtslmtc0684","lang2","144",1,18
"3859","2","mtslmtc0684","lang2","151",1,19
"3860","2","mtslmtc0684","lang2","158",1,20
"3861","2","mtslmtc0684","lang2","165",1,21
"3862","2","mtslmtc0684","lang2","172",1,22
"3863","2","mtslmtc0684","lang2","179",1,23
"3864","2","mtslmtc0684","lang2","186",1,24
"3865","2","mtslmtc0684","lang2","193",1,25
"3866","2","mtslmtc0684","lang2","200",1,26
"3867","2","mtslmtc0684","lang2","207",1,27
"3868","2","mtslmtc0684","lang2","214",1,28
"3869","2","mtslmtc0684","lang2","221",1,29
"3870","2","mtslmtc0684","lang2","228",1,30
"3871","2","mtslmtc0684","lang2","235",1,31
"3872","2","mtslmtc0684","lang2","242",1,32
"3873","1","mtslmw0991","lang1","25",1,1
"3874","2","mtslmw0991","lang1","32",0,2
"3875","2","mtslmw0991","lang1","39",0,3
"3876","1","mtslmw0991","lang1","46",0,4
"3877","2","mtslmw0991","lang1","53",1,5
"3878","2","mtslmw0991","lang1","60",0,6
"3879","1","mtslmw0991","lang1","67",1,7
"3880","1","mtslmw0991","lang1","74",0,8
"3881","1","mtslmw0991","lang1","81",0,9
"3882","2","mtslmw0991","lang1","88",1,10
"3883","2","mtslmw0991","lang1","95",0,11
"3884","1","mtslmw0991","lang1","102",0,12
"3885","1","mtslmw0991","lang1","109",1,13
"3886","2","mtslmw0991","lang1","116",0,14
"3887","1","mtslmw0991","lang1","123",0,15
"3888","1","mtslmw0991","lang1","130",0,16
"3889","1","mtslmw0991","lang1","137",1,17
"3890","2","mtslmw0991","lang1","144",0,18
"3891","2","mtslmw0991","lang1","151",0,19
"3892","2","mtslmw0991","lang1","158",0,20
"3893","1","mtslmw0991","lang1","165",0,21
"3894","1","mtslmw0991","lang1","172",1,22
"3895","2","mtslmw0991","lang1","179",1,23
"3896","2","mtslmw0991","lang1","186",1,24
"3897","1","mtslmw0991","lang1","193",1,25
"3898","1","mtslmw0991","lang1","200",0,26
"3899","2","mtslmw0991","lang1","207",1,27
"3900","1","mtslmw0991","lang1","214",0,28
"3901","1","mtslmw0991","lang1","221",1,29
"3902","2","mtslmw0991","lang1","228",1,30
"3903","1","mtslmw0991","lang1","235",0,31
"3904","1","mtslmw0991","lang1","242",1,32
"3905","1","mtslnc0391","lang1","25",1,1
"3906","1","mtslnc0391","lang1","32",1,2
"3907","2","mtslnc0391","lang1","39",0,3
"3908","1","mtslnc0391","lang1","46",0,4
"3909","2","mtslnc0391","lang1","53",1,5
"3910","1","mtslnc0391","lang1","60",1,6
"3911","2","mtslnc0391","lang1","67",0,7
"3912","1","mtslnc0391","lang1","74",0,8
"3913","2","mtslnc0391","lang1","81",1,9
"3914","1","mtslnc0391","lang1","88",0,10
"3915","2","mtslnc0391","lang1","95",0,11
"3916","1","mtslnc0391","lang1","102",0,12
"3917","2","mtslnc0391","lang1","109",0,13
"3918","2","mtslnc0391","lang1","116",0,14
"3919","2","mtslnc0391","lang1","123",1,15
"3920","2","mtslnc0391","lang1","130",1,16
"3921","1","mtslnc0391","lang1","137",1,17
"3922","2","mtslnc0391","lang1","144",0,18
"3923","2","mtslnc0391","lang1","151",0,19
"3924","1","mtslnc0391","lang1","158",1,20
"3925","2","mtslnc0391","lang1","165",1,21
"3926","1","mtslnc0391","lang1","172",1,22
"3927","2","mtslnc0391","lang1","179",1,23
"3928","2","mtslnc0391","lang1","186",1,24
"3929","2","mtslnc0391","lang1","193",0,25
"3930","2","mtslnc0391","lang1","200",1,26
"3931","2","mtslnc0391","lang1","207",1,27
"3932","1","mtslnc0391","lang1","214",0,28
"3933","1","mtslnc0391","lang1","221",1,29
"3934","1","mtslnc0391","lang1","228",0,30
"3935","1","mtslnc0391","lang1","235",0,31
"3936","1","mtslnc0391","lang1","242",1,32
"3937","1","mtslnir0685","lang2","25",1,1
"3938","1","mtslnir0685","lang2","32",1,2
"3939","1","mtslnir0685","lang2","39",1,3
"3940","1","mtslnir0685","lang2","46",1,4
"3941","2","mtslnir0685","lang2","53",0,5
"3942","1","mtslnir0685","lang2","60",1,6
"3943","1","mtslnir0685","lang2","67",1,7
"3944","1","mtslnir0685","lang2","74",1,8
"3945","1","mtslnir0685","lang2","81",1,9
"3946","1","mtslnir0685","lang2","88",1,10
"3947","1","mtslnir0685","lang2","95",1,11
"3948","2","mtslnir0685","lang2","102",0,12
"3949","1","mtslnir0685","lang2","109",1,13
"3950","1","mtslnir0685","lang2","116",1,14
"3951","1","mtslnir0685","lang2","123",1,15
"3952","1","mtslnir0685","lang2","130",1,16
"3953","2","mtslnir0685","lang2","137",1,17
"3954","2","mtslnir0685","lang2","144",1,18
"3955","2","mtslnir0685","lang2","151",1,19
"3956","2","mtslnir0685","lang2","158",1,20
"3957","2","mtslnir0685","lang2","165",1,21
"3958","2","mtslnir0685","lang2","172",1,22
"3959","2","mtslnir0685","lang2","179",1,23
"3960","2","mtslnir0685","lang2","186",1,24
"3961","1","mtslnir0685","lang2","193",0,25
"3962","2","mtslnir0685","lang2","200",1,26
"3963","2","mtslnir0685","lang2","207",1,27
"3964","1","mtslnir0685","lang2","214",0,28
"3965","2","mtslnir0685","lang2","221",1,29
"3966","2","mtslnir0685","lang2","228",1,30
"3967","2","mtslnir0685","lang2","235",1,31
"3968","2","mtslnir0685","lang2","242",1,32
"3969","1","mtslnn0585","lang2","24",1,1
"3970","1","mtslnn0585","lang2","31",1,2
"3971","1","mtslnn0585","lang2","38",1,3
"3972","1","mtslnn0585","lang2","45",1,4
"3973","2","mtslnn0585","lang2","52",0,5
"3974","2","mtslnn0585","lang2","59",0,6
"3975","1","mtslnn0585","lang2","66",1,7
"3976","1","mtslnn0585","lang2","73",1,8
"3977","2","mtslnn0585","lang2","80",0,9
"3978","2","mtslnn0585","lang2","87",0,10
"3979","1","mtslnn0585","lang2","94",1,11
"3980","1","mtslnn0585","lang2","101",1,12
"3981","2","mtslnn0585","lang2","108",0,13
"3982","1","mtslnn0585","lang2","115",1,14
"3983","2","mtslnn0585","lang2","122",0,15
"3984","1","mtslnn0585","lang2","129",1,16
"3985","2","mtslnn0585","lang2","136",1,17
"3986","2","mtslnn0585","lang2","143",1,18
"3987","2","mtslnn0585","lang2","150",1,19
"3988","1","mtslnn0585","lang2","157",0,20
"3989","1","mtslnn0585","lang2","164",0,21
"3990","2","mtslnn0585","lang2","171",1,22
"3991","2","mtslnn0585","lang2","178",1,23
"3992","2","mtslnn0585","lang2","185",1,24
"3993","1","mtslnn0585","lang2","192",0,25
"3994","2","mtslnn0585","lang2","199",1,26
"3995","1","mtslnn0585","lang2","206",0,27
"3996","2","mtslnn0585","lang2","213",1,28
"3997","1","mtslnn0585","lang2","220",0,29
"3998","2","mtslnn0585","lang2","227",1,30
"3999","2","mtslnn0585","lang2","234",1,31
"4000","1","mtslnn0585","lang2","241",0,32
"4001","2","mtslnn1089","lang1","25",0,1
"4002","2","mtslnn1089","lang1","32",0,2
"4003","1","mtslnn1089","lang1","39",1,3
"4004","2","mtslnn1089","lang1","46",1,4
"4005","2","mtslnn1089","lang1","53",1,5
"4006","2","mtslnn1089","lang1","60",0,6
"4007","2","mtslnn1089","lang1","67",0,7
"4008","1","mtslnn1089","lang1","74",0,8
"4009","1","mtslnn1089","lang1","81",0,9
"4010","1","mtslnn1089","lang1","88",0,10
"4011","2","mtslnn1089","lang1","95",0,11
"4012","2","mtslnn1089","lang1","102",1,12
